text,label
#WeAreForMar #MightAsWell #DKKidnap #RoxasRobredo https://t.co/UFaWtU4vAq,0
"Maski mag as one pamo Poe and Roxas, you can't still defeat Duterte.",0
"Mga kandidatong pasok sa opisyal na balota:For president:1. BINAY, Jejomar C (UNA)2. DEFENSOR-SANTIAGO, Miriam... https://t.co/LfwV7AUrV0",0
@marohomjam 0o nga. Pero sery0so c binay eend0rse ni alden?,0
"Visitation of VP Jejomar Binay, Sen. Gringo Honasan &amp; Gov. David Jayjay Suarez, Quezon 1000 Days of Life and... https://t.co/YJvAz3qQBk",0
AlwaysBeThereFor KamZo,0
Binay tops pre-election survey https://t.co/1IkY9yPm2D | via Eagle News,0
#OnlyBinayBFF,0
@MicaAncajas because people loves to complain. I VOTE ROXAS #Halalan2016 Mar Daang Matuwid RORO RISING,0
"Roxas &amp; Binay reaching out to the poor, Miriam to the educated, and Poe to...uhm...Comelec daw muna. May kaso pa e. ??",0
RT @kimagravante1: pati si binay ideal boy na ng mga babae hahahaha :D,0
Grace poe is down in the second rank in the survey #Poe2016,0
Nakita nyo na ba yung Mar Roxas at Miriam Santiago ng San Marcelino? HAHAHAHAHAHAHAHAHAAHAHHAHAHAHAHAHAHAHAHAHAHA,0
"GUYS HELP ME SPREAD THIS. Dito po sa amin sa Lanao Del Norte, kahit si Duterte ang nilagay, si Roxas ang lalabas. ?? https://t.co/1hYXG0dMvn",0
"Uh-oh, Poe's lead to Roxas is down to 20,377!!! #Du30 #PHElection2016",0
Duterte is running for president. Now this is a sure win for Binay. ??,0
"VP Binay, Ikaw na ang sagot sa kahirapan sa bansa #OnlyBinayPriority4Ps",0
Mga pa-echos mo Binay! Ika'y tumigil!,0
#LRT Sorry Bongbong Marcos =( I will NOT vote for you but I will vote for your running mate Miriam Defensor Santiago =) #NeverAgain,0
Ma si poe nalang kung ayaw mo si duterte! Wala ka ding ambag eh!,0
"#TV5Aksyon | VP Binay, nanligaw ng mga botante sa cavite. Umaaksyon si @inazara #BilangPilipino #news5aksyon",0
"@shekaiiinah hahahah mas sayang boto kapag kay binay, mar napunta hahaha (wag ka magalit kai) hahaha para sakin lang yan",0
RT @PEPalerts: KathNiel leads celebrity gathering for presidential candidate Mar Roxas... https://t.co/L2iMzuLPRY via @SmileForDaniel,0
"Diktador ang dating ni @senmiriam, she who can't be questioned. NO to #Miriam2016. https://t.co/wIxRKePYui https://t.co/V5p0EtimMS",0
"VP Binay disagrees with Duterte, says death penalty not the solution against criminality | via @jv_arcena",0
Transcript of Mar Roxas' Interview On NAIA Tanim Bala: https://t.co/642pHLxCuC,0
Mar Roxas criticised for showing his receipt to the Media https://t.co/Jj4ht25ChG,0
"duterte &amp; miriam talaga ako. kung hindi sila, binay or poe. mar? wag na. ?? #PiliPinasDebates2016",0
Jejomar Binay: Narinig niyo na naman ang mga bintang na walang kinahinatnan na ako ay nahatulan. #PiliPinasDebates2016,0
@jowierivero lets just be honest..we both know leni is the only one that can pull an upset...but for the pres. Its duterte/poe/binay not mar,0
"If you hate Binay or if you hate Duterte, then hindi niyo talaga na gets yung Debate.",0
Wag kang mag alala roxas ?? pagnanalo si du30 popondohan nya yung business nyong tsinelas ni korina ?? chill kalang,0
"Only Binay? Karen Davila be like, 'Expound'. #Eleksyon2016",0
Ginagaya ni Paris yung batang naiyak sa commercial ni Binay! Hahahaha,0
#PHVoteRoxas #Roxas #LabanLeni #PHVoteMarLeni #MayoNaRoxasNa #WeAreForMar #RoxasRobredo,0
binay pakibigyan nalang sila ng cake,0
"Front page: Binay's lead narrows, Duterte up in latest BW-SWS survey | Full story at https://t.co/fJMTYQzWZH https://t.co/JhZCCqayLF",0
#OnlyBinayInMakatiSanKaPa,0
"Binay: We need to increase IRA for 4th, 5th class municipalities. We must empower local government units, make them accountable.#PHvote",0
"My turn. Can you verify this, @interaksyon? Never mind the other 2 baka takot k Poe.#PhVote #HakotPaMore #PHVotePoe https://t.co/3kFHRNJI1s",0
"Sorry na talaga, pero kapag si Binay na hindi ko maiwasan matawa. #PiliPinasDebates2016",0
"back to politics, mas may pagasa pang manalo si binay kaysa kay roxas",0
...parang gustong palabasin ni Mar Roxas na lahat ng pulitiko ay magnanakaw! #PoliticalAd,0
Mar Roxas giniit na hindi dapat magpadalus-dalos sa pagtugon sa isyu ng tanim-bala sa NAIA. #aksyonsaumaga https://t.co/hQMQ37GDGd,0
"Binay gives out candies with his name at Bgy Nine, Balayan, Batangas #VotePH2016 https://t.co/ubHLmAwEM6",0
"@juanmagdaraog Trust ratings of Mar Roxas have gone down, despite all the spin. He ranks a far-away third nationally, trust-ratings wise",0
"OMG, Mar Roxas already on top #MarRoxax #RodrigoDuterte #PresidentialCandidate #Opinion #ResIpsaLoquitur https://t.co/k2GjoH2vBk",0
"Ayaw daw kay Duterte kasi baka magka Martial Law at magkagulo lang , so kay Roxas kayo ? Di pa nga nananalo... https://t.co/OcHALi9G3T",0
@gmanews Tanong ko po kay Binay: Kung siya ang mahalal na Pangulo ano ang kanyang mandatory para patigilin ang korapsiyon?,0
"Pero nalupet pa rin si binay, hanggang sa dulo lumalaban. Kahit alam niyang talo na siya.",0
"Sa President naman walang bumoto kay Duterte, Roxas at Binay sa family ko.",0
"Mga nagtatanim ng bala, Binay, Napoles, Kayo na pong bahala",0
#OnlyBinayPriority4Ps,0
#pHvote,0
"""@PHVote: Grace Poe, Miriam Defensor Santiago top vice president choices for Mar Roxas – survey http://t.co/RM6efXaGxN #PHVote"" PRES. MIRIAM",0
Magkano naman ibinayad ni Mar Roxas kay Daniel Padilla para ienderso s'ya? More reasons not to vote for Mar,0
@kylazoleta i'm having an argument with my mother about mar roxas rn.... ??,0
Bsta ah we are not voting for Binay ????,0
"Appearance of VP Jejomar Binay, Sen. Gringo Honasan and Gov. David Jayjay Suarez during the Distribution of... https://t.co/kMgXyaV1YJ",0
RT ABSCBNNews: The Information against VP Binay will be filed after the expiration of his term as Vice President. | via OmbudsmanPh | via A…,0
@acerneil_quinto hahaha. Loko. Parang ganun lang. Sige jan ka na sa Binay mo. Hanapin mo yan pag............,0
"Kanina pa 'yang sasakyan na nagpapatugtog ng  ""Only Binay, only Binay... "" Sa dinami-rami ng pwedeng LSS... haay.Nakakasira ng weekend ha.",0
"Kampo ni VP Binay, naghain ng motion for reconsideration kaugnay ng isinamapang kaso ng Ombudsman I via Allan Francisco",0
#ALDUB14thWeeksary,0
"Senator Poe says she is not affected by the ""Am-Girl"" tag given to her by VP Binay | hey_marv",0
Simula na ng huling debate para sa pagka pangulo. Ipanalo ang gobyernong may puso. #PHVotePOE https://t.co/kwMAl0WxTi,0
#MTVStars One Direction,0
"""Ayaw na natin ng gobyernong manhid."" -Poe #PilipinasDebates2016",0
PHL BUSINESS CONFERENCE Binay lists priorities cut tax rates narrow infra gap lick poverty https://t.co/p5lI3PyJc6 https://t.co/DCNoej82Ej,0
Good news! Go VP Binay! #binay2016,0
Ayoko na panuorin 'tong replay nairita lang ako lalo kay mar roxas puta.,0
'Welcome to BINAY country' tarp at IEC mass yesterday.https://t.co/GjPj18PXpD,0
"Makati Rep. Abi Binay confirms she will run for the Makati mayoralty race. ""It was a last minute party and family decision.""",0
Hanggang sa tvc ba naman sinisiraan si binay.,0
"#UNTVRepaso2015 Dismissed Makati Mayor Binay, sinampahan ng bagong plunder complaint sa Office of the Ombudsman [18-12-2015] [NY-A1741]",0
.maroxas camp to PPCRV: Apologize #BilangPilipino https://t.co/3LxprrV3Xa,0
"Condonation doctrine na ginamit na depensa noon ni Mayor Binay, ibinasura na ng Korte… https://t.co/XEJptdm0iN https://t.co/bQwAwFBRB8",0
Binay: Survey on poverty proof of non-inclusive growth | https://t.co/1tUJ1f33B8,0
"RT senmiriam: I am on the cover of the maiden issue of Gavel &amp; Robe, a magazine about Philippine law and lawyers. … https://t.co/dtWnIZXFOe",0
"RT @gracepoekami16: God, please give us leaders that believe in You! #Philippines #GracePoe2016 #GracePoe #MarRoxas #Binay #DaangMatuwid ht…",0
"My Uber driver asked me kung sino ang presidente ko. I just answered ""kahit sino, 'wag lang si Binay"" ???? #Halalan2016",0
Romualdez cousins supporting Binay in 2016? via @rapplerdotcom https://t.co/6SeohzGJMw,0
Plot twist: Biglang manalo si Mar Roxas ??,0
RT @twerkitlouis_: NANCY BINAY FOR PRESIDENT PO! LIBRE LAHAT NG CONCERT TICKETS AT MAGKAKARON NA TAO NG NETFLIX!! BOTO NA! BINAY FAMBAM!xx …,0
Duster https://t.co/IrlzHoLb35,0
Mlapit na ang #ELECTION pero undecided prin ako.. Who will be my next President!! Wooh hirap...!!!! Pero ayoko tlga kay Mar at Binay...,0
"Poe, Roxas, Santiago weigh in on controversial Canada trash https://t.co/6pM3uuObxb #PHVote https://t.co/ypk1bhHF76",0
For continuity. The only all-Filipino tandem. #RoxasRobredo Way drama. Trabaho lang.,0
DI GUMAGANA UNG MIC NI BINAY HAHAHAHAHAHA #PiliPinasDebates2016,0
".@SenGracePOE on Roxas saying it's down to him and Duterte: It's too presumptuous. It's not for elite, a few people to decide who should run",0
Walang magsasawa haaa. team VP binay #OnlyBinayParehoTayo,0
Abby Binay instructed by BEI to fall in line and wait for her turn to vote. #Halalan2016 https://t.co/nK2HxupaSZ | via @maan_macapagal,0
"natatawa talaga ako dun sa ano ni binay "" bakit kung sino pa yung nognog "" ??????",0
https://t.co/dCvxRlisoq https://t.co/8vTgG4jxns,0
"DuRo, Duterte Robredo na? Pero di ko kinaya ang EverBiLeni (Binay-Leni)  ??#LeniTheRealVP #RecountVP https://t.co/h2tVE7hGJy",0
"@darlinnkeyy all of them but binay were good. Pray &amp; ask for enlightenment. That helps. ;) also, go for someone who delivers not just talks.",0
Binay cries foul over Inquirer report on alleged dummy bank accounts https://t.co/fEUqXelLar https://t.co/fhHu9YrhJB,0
"Graft, corruption not the same, Binay tells students https://t.co/EAPnFt969N | @inquirervisayas https://t.co/izu8j2Rg2V",0
Si Binay ginamit na lahat ng sa tingin nya ay kakaawaan sya para makuha ang simpatya ng tao...,0
"VICE President Binay  spent P595,713,000 for television electoral adverts in 2015 He said the ad money came from friends &amp; supporters",0
VP Binay expects more black propaganda amid ratings rise. | via @jv_arcena,0
"Reminder lang: may nangongopya kasi.Walang hugot, walang drama, walang pasiga-siga. Trabaho lang.  Mar Roxas pohttps://t.co/hbmVDuvOJU",0
B2: Kaya si Roxas o Binay boboto ko eh,0
Friday the 13th : Sinabi ko sa mga mamang especially Kay Nancy binay Kung sino crush ko ?????????????? @Betchaaaaaaaaay  #RedenDiary,0
"Buti na lang, ni-reject ni Grace Poe 'yung ""offer"" ni Mar Roxas. Hahaha. Alam niyang gagamitin lag siya niyon kung sakali eh",0
"In fairness. Nagpapaka-Honasan si Cayetano. ""Wag na ko, si Binay na lang."" ""Wag na ko, si Mayor Duterte na lang."" #TheLeaderIWant",0
"""Kung si Vice President Jejomar Binay ang magiging susunod na pangulo, itutuloy daw nya ang laban sa corruption."" (GMA News, 2016) ULUL.",0
Okay nga si Mar nalang kesa si Binay. O ano? #PSYPagyanig,0
"""kaya sa mga nognog, nognog din ang nagmamalasakit.""tsk3. ayaw ko na kay Binay. hindi pala siya nagmamalasakit saming mga tisoy. nakaka sad",0
"@LamBretchAtayan pero honestly, naaawa ako kay binay. ?? Kahit hindi ko alam yung story nya. Lol",0
"Rep. Binay: I agree with full transparency but if it becomes a deterrent to efficiency, you'll sacrifice basic services needed by the city.",0
Would be happier to see Miriam switch places with either Roxas or Binay on the polls. But would be the happiest if she became the president!,0
si binay!!! ???? https://t.co/w8cFMFnbtG,0
Mar Daang Matuwid,0
RT @inquirerdotnet: Mar Roxas proclaimed datu by Lanao sultanate https://t.co/Nyluqomn8H | @Team_Inquirer https://t.co/GUcBGMzvcE,0
HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA,0
Honasan belies crowd at Sinulog booed Binay https://t.co/L13Ddi7Q8D https://t.co/w4g2plbdXD,0
"Teacher ko pala si Nancy Binay, kuhang kuha maam!",0
Si Roxas at Binay ung nag dala eh ??????,0
#OnlyBinayWinner,0
Nakaiyak talaga ang story ni Binay ??,0
"Campaign slogan ni PNoy noong nakaraang eleksyon, kinuwestyon ni VP Binay I via Allan Francisco",0
Mar Roxas at Leni Robredo po. https://t.co/Opl48T9g36,0
sana hindi manalo si Mar Roxas,0
Si Alma Moreno.,0
Good friends of Duterte: Poe and Santiago ?? #PiliPinasDebates2016,0
"Are u? Not our MAR. He personifies ""BAYAN BAGO SARILI. An attribute that's very MAR. #WalangiwananMar #MarRoxas2016 https://t.co/X4FFsGiUxb",0
Maki #JJBinay na ako Puro na lang kasi Sandro #BilangPilipino #BBM4VP https://t.co/3FZ2OhTtk4,0
#Duterte2016,0
"RT ANCALERTS: 'Don't cheapen the presidency,' Duterte tells Poe's camp #Halalan2016 https://t.co/sadxacM6gf https://t.co/dvdWRyaxMN",0
"Pag manalo si Grace Poe sa eleksyon laya agad sina Jinggoy Estrada at Bong Revilla. Di rin makulong si PNoy, na... https://t.co/PGexmEY106",0
#HALALAN2016,0
Morales says she has reliable source to prove Binay pressured COA to delay report https://t.co/fEUqXelLar https://t.co/x0CkJTSrUV,0
"Naglapana ang naka orange sa Maynila. Akala ko si Binay, si Erap pala ang may kampanya pero wait may pinagkaiba ba? #TrafficAlert",0
@Mowhammered @ylona_garcia @rapplerdotcom SI BINAY HAHAHHA,0
"""Beauty is power,."" If wala kay power, wala kay beauty. In other words, Powerful lage si Binay.",0
@yffar03 Bakit napunta kay Binay? Huhuhu.,0
"Kahit sino man manalo sa kanila ni duterte, poe at miriam wag ang yung dalawa but mas bet ko du30 ????",0
INC si Kath Bernardo tas nag endorse kay Mar Roxas. Whoot?,0
Mayor Junjun Binay visiting the wake of lolo's kumpadre. https://t.co/fDCJdfrDhf,0
Chiz: I’m not leaving Grace to join Binay https://t.co/4LmE0he8VY #DefiningTheNews https://t.co/fqnA675byo,0
"Poe's citizenship, Binay's wealth, Roxas' actions, Duterte's words, Santiago's health.",0
Mar Roxas at Leni Robredo lang po. https://t.co/qs66gnvOJu,0
@Pepe_Alas Binay actually looks like Nidora. Hahaha #ALDUBTheLetter,0
"Now I think that the Alma Moreno interview, same w/ Binay during the UPLB forum, is a form of act to gain sympathy and popularity. #PRworks",0
"On toughest opponent of Roxas, Robredo said ""Everybody's game but VP Binay had already organized (campaign) long before."" #PHVote",0
"DZRH exit polls: Duterte 41.9%, Poe 20.1%, Roxas 19.8%.",0
Poe shrugs off Binay-Escudero chance meeting; it’s not surprising https://t.co/AK3cHQhBXS | via INQUIRER,0
"Palasyo, pumalag sa paninisi ni Binay sa Zapanta caseMariing inalmahan ng Malacañang ang paninisi sa kanila ni... https://t.co/JY2zJV3GqV",0
"#TV5Aksyon | Liberal Party, hindi nababahala kung hindi nangunguna sa election surveys si Mar Roxas. #News5Aksyon",0
@dzIQ990 @jay_dones black propaganda nga nmn tlga e. Khit gnun mdmi prin sumosuporta kay VP Binay #PHVoteBinay,0
"Forget Ayala skyline, look beyond: Abi Binay https://t.co/zQbc7GaoMT https://t.co/sS03oJdXwf",0
May nagbigay ng orasan samin may muka ni Binay wtf,0
#Poe2016,0
Duterte and Marcos still leads at 8 % of the votes coming in. Poe overtakes Roxas for second place while Robredo... https://t.co/OHYyxO2Pta,0
"""I call for unity, i call for decency, i call for democracy""-mar roxas. then he should consider stepping down as early as now??? #PHVote2016",0
"Binay no.1 pa rin sa SWS survey; Duterte, Poe patas sa pangalawang pwesto https://t.co/2m0w8kSrw3 | via Bombo Radyo",0
#marroxas and #LeniRobledo: To LEAD is to SERVE! Let's choose SERVANT LEADERS.Not Thieves; Not Tyrants. The EQ Post https://t.co/HdmhuBqLgG,0
It's really a fight between HHMNBN and @MARoxas! And the good shall prevail! #PHVoteRoxas #SwitchToMar https://t.co/msBhjQjlB7,0
"Kahet stress, napawi nung nakita kita. Binay!?????? https://t.co/ZFtIrmlG0B",0
[NATION] VP Binay to kick off campaign in Mandaluyong  https://t.co/CLAlv8yhR3 | via GMA News,0
#RoxasRising https://t.co/XHp3YNpv61,0
"Roxas, PNoy are obviously the ones behind Trillanes' attacks vs Duterte. Does anyone still think otherwise? https://t.co/iMgE6bHmKt",0
May bumoboto pala kay Mar Roxas? ??????,0
"@jairagizelle ow, Sorry naman, HAHA sabi ko ke silang itext si binay hindi na ako nireplyan.",0
Walang katapusan na aking ama ni grace poe.,0
"@JoshuaSenpai_ HAHAHAHAHA. Ang tatag na trabaho non pre. mas mahirap pa sa dinanas ni pacquiao, pati binay hahaha",0
@giselleallyn teritoryo ni Binay yun G. Haha,0
#OnlyBinayUNAsaIlocos,0
"Mar Roxas has a big problem in Iloilo.In September 2015, a poll survey in the province showed he garnered 66% of... https://t.co/QxzVyxY0CV",0
Binay says he doesn't know where friend Gerry Limlingan and aide Ebeng Baloloy are. #PHvote,0
"Sa dami ng bumabatikos kay VP BINAY, wlang sinuman ang makapag pabagsak sa isang taong tumutulong!ATRAS NA POE#OnlyB1NAYangat",0
"Tsk tsk,dati galit na galit si Binay kay GMA kasi pina suspend sya tapos ngayon sila sila magkakampi, PInas nga nman https://t.co/snpvh19ukf",0
2015/11/22 01:33 PHT #trndnl https://t.co/dRwxiUtCOV,0
Feeling ko tuloy pag naging presidente si Binay isisisi nya lng sa iba kapag may kapalpakan ang gobyerno nya. Hahaha,0
RT @ohohpamela: Okay nga si Mar nalang kesa si Binay. O ano? #PSYPagyanig,0
"Hindi pa tapos ang #LabanLeni!Grace, I didn't vote for you, but I'd choose you over Rody any day! #GracePoeHashtag (Sorry, clueless.)",0
#OnlyBinayInMakatiSanKaPa,0
"Wag lang si binay at roxas manalo edewup naman sakin, pero deep inside solid MDS #ArribaMDS #SiMiriamAngSagot #MiriamUntilTheEnd",0
Conyo naman this Binay. ?? https://t.co/p4q5dV7vAU,0
